Année,Region,Pays,ISO3,Nombre de touristes,Nombre de croisièristes,Nuitées touristiques,Durée de séjour moyenne
2008,Proche et Moyen Orient,Proche et Moyen Orient,,182,18,2260.0,"175,3"
2007,Afrique,Afrique,,764,130,14219.3046875,234
2007,Amérique Centrale,Autre Amérique Centrale,,229,58,2238.166015625,"116,4"
2007,Amérique Centrale,Mexique,MEX,1373,548,15638.568359375,"136,3"
2007,Amérique du Nord,Canada,CAN,7301,3400,90130.564453125,"149,6"
2007,Amérique du Nord,Hawaii,USA,639,60,8127.482421875,"160,5"
2007,Amérique du Nord,USA,USA,64910,23126,654033.333984375,121
2007,Amérique du Sud,Argentine,ARG,1797,554,22419.35546875,150
2007,Amérique du Sud,Autre Amérique du Sud,,678,116,8766.0087890625,"158,3"
2007,Amérique du Sud,Brésil,BRA,2654,623,31749.0,"143,9"
2007,Amérique du Sud,Chili,CHL,1864,229,19201.935546875,"122,1"
2007,Asie,Autre Asie,,163,25,2290.0,"193,6"
2007,Asie,Chine,CHN,440,30,4310.564453125,"123,8"
2007,Asie,Corée du Sud,KOR,571,16,3979.6689453125,"84,1"
2007,Asie,Hong Kong,HKG,140,9,1502.0,"112,3"
2007,Asie,Inde,IND,224,30,3010.5,"142,9"
2007,Asie,Indonésie,IDN,96,27,2195.0,"305,9"
2007,Asie,Japon,JPN,23240,433,164295.243164063,"84,8"
2007,Asie,Malaisie,MYS,88,15,1088.0,"143,5"
2007,Asie,Philippines,PHL,238,150,3276.123046875,"178,2"
2007,Asie,Singapour,SGP,227,36,2462.529296875,130
2007,Asie,Taïwan,TWN,91,10,1282.0,"128,5"
2007,Asie,Thaïlande,THA,79,9,1645.099609375,"280,1"
2007,Europe (hors France),Allemagne,DEU,4426,1401,59541.92578125,"171,6"
2007,Europe (hors France),Autre Europe,,2603,486,41263.7900390625,"196,7"
2007,Europe (hors France),Autriche,AUT,963,311,15044.189453125,"189,9"
2007,Europe (hors France),Belgique,BEL,1007,225,19088.890625,"225,1"
2007,Europe (hors France),Danemark,DNK,225,30,3154.375,"167,6"
2007,Europe (hors France),Espagne,ESP,6292,719,63122.642578125,"123,5"
2007,Europe (hors France),Finlande,FIN,577,81,5922.8583984375,"143,6"
2007,Europe (hors France),Italie,ITA,14385,1193,181538.55078125,"156,6"
2007,Europe (hors France),Luxembourg,LUX,140,23,2786.798828125,"292,9"
2007,Europe (hors France),Norvège,NOR,329,59,3773.20703125,"139,2"
2007,Europe (hors France),Pays-Bas,NLD,566,65,6881.087890625,"142,8"
2007,Europe (hors France),Portugal,PRT,499,78,6629.029296875,"167,4"
2007,Europe (hors France),Royaume-Uni,GBR,6233,1715,61033.4443359375,"120,4"
2007,Europe (hors France),Russie,RUS,744,145,10338.650390625,163
2007,Europe (hors France),Suède,SWE,558,80,6880.615234375,164
2007,Europe (hors France),Suisse,CHE,2497,546,45089.501953125,"217,1"
2007,France,France,FRA,43161,2850,1050727.98828125,"293,4"
2007,Pacifique,Australie,AUS,11746,1985,108571.607421875,"111,5"
2007,Pacifique,Autre Pacifique,,385,11,6270.853515625,"207,5"
2007,Pacifique,Cook,COK,464,7,3788.240234375,"100,5"
2007,Pacifique,Fidji,FJI,181,17,1887.0,"123,4"
2007,Pacifique,Nouvelle-Calédonie,NCL,3761,58,56182.505859375,"173,5"
2007,Pacifique,Nouvelle-Zélande,NZL,8198,1029,72574.2421875,"105,7"
2007,Pacifique,Samoa,WSM,86,1,2197.75,"231,2"
2007,Pacifique,Tonga,TON,66,3,742.99951171875,"152,4"
2007,Proche et Moyen Orient,Proche et Moyen Orient,,343,41,4307.83984375,158
